xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
9.633035340362101628e-01,8.716713271141379726e-01,-2.217847111172091268e-01,5.389983331449554882e-01,2.058059429933648266e-01
9.712646376232862977e-01,8.699032127872127207e-01,-2.224003577656120945e-01,5.340958539430916696e-01,2.098024886765402497e-01
9.792257412103624326e-01,8.681302729533637574e-01,-2.229970079201863964e-01,5.292148891620487294e-01,2.138280515968991324e-01
9.871868447974385674e-01,8.663526582232693452e-01,-2.235748182656351335e-01,5.243559558239205831e-01,2.178821264049111417e-01
9.951479483845145912e-01,8.645705179525240425e-01,-2.241339474048464342e-01,5.195195541853234733e-01,2.219642050938018252e-01
1.003109051971590837e+00,8.627840002267392894e-01,-2.246745557641052216e-01,5.147061678904163440e-01,2.260737772553606251e-01
1.011070155558666972e+00,8.609932518473959462e-01,-2.251968054995445445e-01,5.099162641305985399e-01,2.302103303315432004e-01
1.019031259145743107e+00,8.591984183184435686e-01,-2.257008604048884315e-01,5.051502938105587592e-01,2.343733498618112976e-01
1.026992362732819242e+00,8.573996438336429771e-01,-2.261868858205372534e-01,5.004086917203627305e-01,2.385623197261600992e-01
1.034953466319895377e+00,8.555970712646441267e-01,-2.266550485440469442e-01,4.956918767132548753e-01,2.427767223837990485e-01
1.042914569906971511e+00,8.537908421497192313e-01,-2.271055167417437848e-01,4.910002518886723566e-01,2.470160391071222206e-01
1.050875673494047646e+00,8.519810966831141696e-01,-2.275384598613890419e-01,4.863342047800941481e-01,2.512797502107698699e-01
1.058836777081123781e+00,8.501679737052985075e-01,-2.279540485470582800e-01,4.816941075481661061e-01,2.555673352769741724e-01
1.066797880668199916e+00,8.483516106937457613e-01,-2.283524545548880902e-01,4.770803171778658092e-01,2.598782733756855867e-01
1.074758984255275829e+00,8.465321437544077732e-01,-2.287338506703993080e-01,4.724931756798645410e-01,2.642120432801765006e-01
1.082720087842351964e+00,8.447097076138444516e-01,-2.290984106272559995e-01,4.679330102957217630e-01,2.685681236779224879e-01
1.090681191429428099e+00,8.428844356119954417e-01,-2.294463090274773409e-01,4.634001337066184778e-01,2.729459933767338642e-01
1.098642295016504233e+00,8.410564596955798500e-01,-2.297777212631224864e-01,4.588948442453421595e-01,2.773451315061254419e-01
1.106603398603580368e+00,8.392259104121144730e-01,-2.300928234394690741e-01,4.544174261112536861e-01,2.817650177139158774e-01
1.114564502190656503e+00,8.373929169045357668e-01,-2.303917922997047729e-01,4.499681495879603865e-01,2.862051323580587781e-01
1.122525605777732638e+00,8.355576069064154510e-01,-2.306748051511529063e-01,4.455472712634371280e-01,2.906649566937148932e-01
1.130486709364808773e+00,8.337201067377556507e-01,-2.309420397930517510e-01,4.411550342523353208e-01,2.951439730555845409e-01
1.138447812951884908e+00,8.318805413013540262e-01,-2.311936744458892579e-01,4.367916684202362010e-01,2.996416650354998268e-01
1.146408916538961043e+00,8.300390340797342281e-01,-2.314298876819230466e-01,4.324573906096253473e-01,3.041575176547986481e-01
1.154370020126037177e+00,8.281957071326113695e-01,-2.316508583575666302e-01,4.281524048673073790e-01,3.086910175323502870e-01
1.162331123713113312e+00,8.263506810948993975e-01,-2.318567655472917599e-01,4.238769026730802025e-01,3.132416530478159822e-01
1.170292227300189447e+00,8.245040751752273911e-01,-2.320477884789623468e-01,4.196310631693960791e-01,3.178089145000455584e-01
1.178253330887265360e+00,8.226560071549668951e-01,-2.322241064707334657e-01,4.154150533918307131e-01,3.223922942608073439e-01
1.186214434474341495e+00,8.208065933877609632e-01,-2.323858988694666172e-01,4.112290285001573564e-01,3.269912869238164044e-01
1.194175538061417630e+00,8.189559487995395903e-01,-2.325333449906601402e-01,4.070731320098174844e-01,3.316053894490927356e-01
