xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
3.886908304856906970e-01,9.754677871287356083e-01,-1.229856773986451601e-01,9.167380614514526460e-01,1.858074522289193328e-02
3.910753754579955888e-01,9.751737156003522644e-01,-1.236620168522708785e-01,9.157711433499842180e-01,1.891286258643748094e-02
3.934599204303004250e-01,9.748780329251542920e-01,-1.243370007215161138e-01,9.147996624169473234e-01,1.924869923476864655e-02
3.958444654026052612e-01,9.745807423427226279e-01,-1.250106230233629934e-01,9.138236409886333345e-01,1.958826965044281956e-02
3.982290103749100973e-01,9.742818471068623865e-01,-1.256828778120292200e-01,9.128431014700064683e-01,1.993158818411183350e-02
4.006135553472149891e-01,9.739813504855151516e-01,-1.263537591790750703e-01,9.118580663336891545e-01,2.027866905421341764e-02
4.029981003195198253e-01,9.736792557606703813e-01,-1.270232612535066585e-01,9.108685581189446268e-01,2.062952634666955984e-02
4.053826452918246614e-01,9.733755662282768117e-01,-1.276913782018760657e-01,9.098745994306600693e-01,2.098417401459198514e-02
4.077671902641294976e-01,9.730702851981519741e-01,-1.283581042283778451e-01,9.088762129383229915e-01,2.134262587799455602e-02
4.101517352364343894e-01,9.727634159938930436e-01,-1.290234335749427808e-01,9.078734213750024873e-01,2.170489562351271898e-02
4.125362802087392256e-01,9.724549619527853572e-01,-1.296873605213284819e-01,9.068662475363238329e-01,2.207099680412995257e-02
4.149208251810440617e-01,9.721449264257120415e-01,-1.303498793852077009e-01,9.058547142794460827e-01,2.244094283891138325e-02
4.173053701533488979e-01,9.718333127770620861e-01,-1.310109845222537650e-01,9.048388445220356679e-01,2.281474701274431929e-02
4.196899151256537897e-01,9.715201243846388612e-01,-1.316706703262241207e-01,9.038186612412417720e-01,2.319242247608601162e-02
4.220744600979586258e-01,9.712053646395679696e-01,-1.323289312290413799e-01,9.027941874726704841e-01,2.357398224471838818e-02
4.244590050702634620e-01,9.708890369462054304e-01,-1.329857617008728399e-01,9.017654463093593975e-01,2.395943919951009499e-02
4.268435500425683538e-01,9.705711447220445320e-01,-1.336411562502081429e-01,9.007324609007504312e-01,2.434880608618556277e-02
4.292280950148731899e-01,9.702516913976240165e-01,-1.342951094239352994e-01,8.996952544516660932e-01,2.474209551510131444e-02
4.316126399871780261e-01,9.699306804164353757e-01,-1.349476158074156551e-01,8.986538502212844115e-01,2.513931996102955480e-02
4.339971849594828623e-01,9.696081152348301480e-01,-1.355986700245575827e-01,8.976082715221146424e-01,2.554049176294894904e-02
4.363817299317877541e-01,9.692839993219273254e-01,-1.362482667378892287e-01,8.965585417189739781e-01,2.594562312384275649e-02
4.387662749040925902e-01,9.689583361595213162e-01,-1.368964006486305118e-01,8.955046842279671404e-01,2.635472611050423616e-02
4.411508198763974264e-01,9.686311292419894636e-01,-1.375430664967647321e-01,8.944467225154656420e-01,2.676781265334958818e-02
4.435353648487022626e-01,9.683023820762001188e-01,-1.381882590611096528e-01,8.933846800970898228e-01,2.718489454623815305e-02
4.459199098210071543e-01,9.679720981814206038e-01,-1.388319731593885276e-01,8.923185805366912193e-01,2.760598344630024389e-02
4.483044547933119905e-01,9.676402810892258399e-01,-1.394742036483009595e-01,8.912484474453390426e-01,2.803109087377237546e-02
4.506889997656168267e-01,9.673069343434077538e-01,-1.401149454235944281e-01,8.901743044803094307e-01,2.846022821184026816e-02
4.530735447379216629e-01,9.669720614998834618e-01,-1.407541934201356759e-01,8.890961753440724813e-01,2.889340670648932533e-02
4.554580897102265546e-01,9.666356661266062300e-01,-1.413919426119831790e-01,8.880140837832898315e-01,2.933063746636296529e-02
4.578426346825313908e-01,9.662977518034748803e-01,-1.420281880124600882e-01,8.869280535878073524e-01,2.977193146262864520e-02
4.602271796548362270e-01,9.659583221222451943e-01,-1.426629246742284196e-01,8.858381085896570584e-01,3.021729952885182646e-02
4.626117246271411187e-01,9.656173806864410958e-01,-1.432961476893642727e-01,8.847442726620587949e-01,3.066675236087780879e-02
4.649962695994459549e-01,9.652749311112669428e-01,-1.439278521894343243e-01,8.836465697184271439e-01,3.112030051672154060e-02
4.673808145717507911e-01,9.649309770235202643e-01,-1.445580333455744326e-01,8.825450237113808827e-01,3.157795441646567974e-02
4.697653595440556273e-01,9.645855220615057180e-01,-1.451866863685692399e-01,8.814396586317587712e-01,3.203972434216661308e-02
4.721499045163605190e-01,9.642385698749491585e-01,-1.458138065089343294e-01,8.803304985076360056e-01,3.250562043776893117e-02
4.745344494886653552e-01,9.638901241248272189e-01,-1.464393890566637602e-01,8.792175674030737742e-01,3.297565270895230771e-02
4.769189944609701914e-01,9.635401884828952435e-01,-1.470634293397879155e-01,8.781008894159083589e-01,3.344983102271129050e-02
4.793035394332750276e-01,9.631887666322463959e-01,-1.476859227269614327e-01,8.769804886788360454e-01,3.392816510784781026e-02
4.816880844055799193e-01,9.628358622670156741e-01,-1.483068646267373114e-01,8.758563893577651083e-01,3.441066455473690971e-02
4.840726293778847555e-01,9.624814790922328056e-01,-1.489262504873988258e-01,8.747286156506476340e-01,3.489733881522007197e-02
4.864571743501895917e-01,9.621256208237289886e-01,-1.495440757970026846e-01,8.735971917864844283e-01,3.538819720255306778e-02
4.888417193224944279e-01,9.617682911880442997e-01,-1.501603360834191936e-01,8.724621420243344749e-01,3.588324889136038087e-02
4.912262642947993196e-01,9.614094939223337688e-01,-1.507750269143699473e-01,8.713234906523227297e-01,3.638250291759644039e-02
4.936108092671041558e-01,9.610492327742733432e-01,-1.513881438974623850e-01,8.701812619866484688e-01,3.688596817851338278e-02
4.959953542394089920e-01,9.606875115019660738e-01,-1.519996826802222367e-01,8.690354803705976350e-01,3.739365343263562069e-02
4.983798992117138837e-01,9.603243338738471913e-01,-1.526096389501231665e-01,8.678861701735530731e-01,3.790556729974094152e-02
5.007644441840186644e-01,9.599597036685892926e-01,-1.532180084346138060e-01,8.667333557900078755e-01,3.842171826084817693e-02
5.031489891563235561e-01,9.595936246750075282e-01,-1.538247869011429569e-01,8.655770616385805027e-01,3.894211465821170032e-02
5.055335341286283368e-01,9.592261006919637900e-01,-1.544299701571817118e-01,8.644173121610297938e-01,3.946676469532215542e-02
5.079180791009332285e-01,9.588571355282714537e-01,-1.550335540502441600e-01,8.632541318212731962e-01,3.999567643691417235e-02
5.103026240732380092e-01,9.584867330025998999e-01,-1.556355344679052621e-01,8.620875451044077709e-01,4.052885780898023149e-02
5.126871690455429009e-01,9.581148969433780360e-01,-1.562359073378171703e-01,8.609175765157296434e-01,4.106631659879150797e-02
5.150717140178477926e-01,9.577416311886989275e-01,-1.568346686277230784e-01,8.597442505797601164e-01,4.160806045492480149e-02
5.174562589901525733e-01,9.573669395862233200e-01,-1.574318143454695451e-01,8.585675918392704498e-01,4.215409688729636339e-02
5.198408039624574650e-01,9.569908259930836048e-01,-1.580273405390168473e-01,8.573876248543106371e-01,4.270443326720214927e-02
5.222253489347623567e-01,9.566132942757876734e-01,-1.586212432964473895e-01,8.562043742012410696e-01,4.325907682736439969e-02
5.246098939070671374e-01,9.562343483101227726e-01,-1.592135187459725598e-01,8.550178644717664200e-01,4.381803466198490316e-02
5.269944388793720291e-01,9.558539919810588037e-01,-1.598041630559381698e-01,8.538281202719703034e-01,4.438131372680487186e-02
5.293789838516768098e-01,9.554722291826529545e-01,-1.603931724348278409e-01,8.526351662213574878e-01,4.494892083917089581e-02
5.317635288239817015e-01,9.550890638179529990e-01,-1.609805431312655022e-01,8.514390269518945509e-01,4.552086267810790537e-02
5.341480737962865932e-01,9.547044997989012627e-01,-1.615662714340159456e-01,8.502397271070554208e-01,4.609714578439813581e-02
5.365326187685913739e-01,9.543185410462391438e-01,-1.621503536719845484e-01,8.490372913408714695e-01,4.667777656066693370e-02
5.389171637408962656e-01,9.539311914894108568e-01,-1.627327862142155246e-01,8.478317443169823830e-01,4.726276127147489153e-02
