xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
2.750572214944813423e-02,9.998739106446717928e-01,-9.167880406547413569e-03,9.998739106446717928e-01,6.936095156634826811e-06
2.829131421086093778e-02,9.998666055952492027e-01,-9.429683281039311082e-03,9.998666055952492027e-01,7.547503974335034952e-06
2.907690627227374133e-02,9.998590948769319198e-01,-9.691482663848435819e-03,9.998590948769319198e-01,8.193823717954815101e-06
2.986249833368654835e-02,9.998513784925012748e-01,-9.953278458032101261e-03,9.998513784925012748e-01,8.876023253565046132e-06
3.064809039509935190e-02,9.998434564448142048e-01,-1.021507056664365878e-02,9.998434564448142048e-01,9.595071402940655566e-06
3.143368245651215892e-02,9.998353287368040299e-01,-1.047685889273857092e-02,9.998353287368040299e-01,1.035193694236908731e-05
3.221927451792495900e-02,9.998269953714803426e-01,-1.073864333938773230e-02,9.998269953714803426e-01,1.114758860146803001e-05
3.300486657933776602e-02,9.998184563519294521e-01,-1.100042380968571307e-02,9.998184563519294521e-01,1.198299506200176475e-05
3.379045864075057304e-02,9.998097116813128293e-01,-1.126220020669215990e-02,9.998097116813128293e-01,1.285912495662404617e-05
3.457605070216337312e-02,9.998007613628685508e-01,-1.152397243347767428e-02,9.998007613628685508e-01,1.377694686772746751e-05
3.536164276357618014e-02,9.997916053999108543e-01,-1.178574039311469819e-02,9.997916053999108543e-01,1.473742932623854608e-05
3.614723482498898022e-02,9.997822437958299169e-01,-1.204750398867729215e-02,9.997822437958299169e-01,1.574154081042150095e-05
3.693282688640178724e-02,9.997726765540921878e-01,-1.230926312324301906e-02,9.997726765540921878e-01,1.679024974468494791e-05
3.771841894781458732e-02,9.997629036782402778e-01,-1.257101769989332589e-02,9.997629036782402778e-01,1.788452449838705442e-05
3.850401100922739434e-02,9.997529251718930698e-01,-1.283276762171292606e-02,9.997529251718930698e-01,1.902533338463951724e-05
3.928960307064019442e-02,9.997427410387453861e-01,-1.309451279178857307e-02,9.997427410387453861e-01,2.021364465911033558e-05
4.007519513205300143e-02,9.997323512825683212e-01,-1.335625311320770732e-02,9.997323512825683212e-01,2.145042651882609632e-05
4.086078719346580151e-02,9.997217559072090198e-01,-1.361798848905738067e-02,9.997217559072090198e-01,2.273664710097412039e-05
4.164637925487860853e-02,9.997109549165905662e-01,-1.387971882242394067e-02,9.997109549165905662e-01,2.407327448170567633e-05
4.243197131629141555e-02,9.996999483147122056e-01,-1.414144401639386671e-02,9.996999483147122056e-01,2.546127667494095910e-05
4.321756337770421563e-02,9.996887361056495669e-01,-1.440316397405625240e-02,9.996887361056495669e-01,2.690162163117758922e-05
4.400315543911702265e-02,9.996773182935541069e-01,-1.466487859850734016e-02,9.996773182935541069e-01,2.839527723630411602e-05
4.478874750052982273e-02,9.996656948826537770e-01,-1.492658779285754855e-02,9.996656948826537770e-01,2.994321131042035157e-05
4.557433956194262975e-02,9.996538658772530228e-01,-1.518829146022135888e-02,9.996538658772530228e-01,3.154639160662537489e-05
4.635993162335542983e-02,9.996418312817313412e-01,-1.544998950369120237e-02,9.996418312817313412e-01,3.320578580976690477e-05
4.714552368476823685e-02,9.996295911005450563e-01,-1.571168182637463356e-02,9.996295911005450563e-01,3.492236153532001446e-05
4.793111574618103693e-02,9.996171453382263206e-01,-1.597336833138012988e-02,9.996171453382263206e-01,3.669708632816393485e-05
4.871670780759384395e-02,9.996044939993835587e-01,-1.623504892181827294e-02,9.996044939993835587e-01,3.853092766138935406e-05
4.950229986900664403e-02,9.995916370887011349e-01,-1.649672350080273742e-02,9.995916370887011349e-01,4.042485293510560541e-05
5.028789193041945105e-02,9.995785746109397962e-01,-1.675839197145077147e-02,9.995785746109397962e-01,4.237982947524731312e-05
5.107348399183225807e-02,9.995653065709361185e-01,-1.702005423688321417e-02,9.995653065709361185e-01,4.439682453237982516e-05
5.185907605324505815e-02,9.995518329736031715e-01,-1.728171020022425952e-02,9.995518329736031715e-01,4.647680528050431405e-05
5.264466811465786517e-02,9.995381538239297425e-01,-1.754335976460101587e-02,9.995381538239297425e-01,4.862073881586211191e-05
5.343026017607066525e-02,9.995242691269811131e-01,-1.780500283314296467e-02,9.995242691269811131e-01,5.082959215573860506e-05
5.421585223748347226e-02,9.995101788878981708e-01,-1.806663930898152332e-02,9.995101788878981708e-01,5.310433223726729806e-05
5.500144429889627234e-02,9.994958831118982978e-01,-1.832826909524968781e-02,9.994958831118982978e-01,5.544592591623378965e-05
5.578703636030907936e-02,9.994813818042745934e-01,-1.858989209508201193e-02,9.994813818042745934e-01,5.785533996588087348e-05
5.657262842172187944e-02,9.994666749703965403e-01,-1.885150821161493337e-02,9.994666749703965403e-01,6.033354107571445887e-05
5.735822048313468646e-02,9.994517626157095602e-01,-1.911311734798761333e-02,9.994517626157095602e-01,6.288149585031172092e-05
5.814381254454748654e-02,9.994366447457350144e-01,-1.937471940734337636e-02,9.994366447457350144e-01,6.550017080813146640e-05
5.892940460596029356e-02,9.994213213660706474e-01,-1.963631429283190649e-02,9.994213213660706474e-01,6.819053238032826735e-05
5.971499666737310058e-02,9.994057924823905870e-01,-1.989790190761225180e-02,9.994057924823905870e-01,7.095354690957045708e-05
6.050058872878590066e-02,9.993900581004447892e-01,-2.015948215485142969e-02,9.993900581004447892e-01,7.379018064884411963e-05
6.128618079019870768e-02,9.993741182260590383e-01,-2.042105493769905827e-02,9.993741182260590383e-01,7.670139976016630444e-05
6.207177285161150776e-02,9.993579728651352800e-01,-2.068262015931636791e-02,9.993579728651352800e-01,7.968817031349308567e-05
6.285736491302430784e-02,9.993416220236516212e-01,-2.094417772286881474e-02,9.993416220236516212e-01,8.275145828550071569e-05
6.364295697443711486e-02,9.993250657076622190e-01,-2.120572753152443271e-02,9.993250657076622190e-01,8.589222955838572498e-05
6.442854903584990800e-02,9.993083039232971698e-01,-2.146726948845450317e-02,9.993083039232971698e-01,8.911144991867372273e-05
6.521414109726271502e-02,9.992913366767628425e-01,-2.172880349683403711e-02,9.992913366767628425e-01,9.241008505602803485e-05
6.599973315867552204e-02,9.992741639743415449e-01,-2.199032945984197643e-02,9.992741639743415449e-01,9.578910056205714937e-05
6.678532522008832906e-02,9.992567858223917465e-01,-2.225184728066132919e-02,9.992567858223917465e-01,9.924946192912232441e-05
6.757091728150113608e-02,9.992392022273478558e-01,-2.251335686247913151e-02,9.992392022273478558e-01,1.027921345491445592e-04
6.835650934291392922e-02,9.992214131957204426e-01,-2.277485810848630873e-02,9.992214131957204426e-01,1.064180837124109282e-04
6.914210140432673624e-02,9.992034187340961271e-01,-2.303635092187752628e-02,9.992034187340961271e-01,1.101282746063812946e-04
6.992769346573954325e-02,9.991852188491375797e-01,-2.329783520585096759e-02,9.991852188491375797e-01,1.139236723144938990e-04
7.071328552715235027e-02,9.991668135475836321e-01,-2.355931086360814330e-02,9.991668135475836321e-01,1.178052418149718020e-04
7.149887758856514341e-02,9.991482028362487222e-01,-2.382077779835375594e-02,9.991482028362487222e-01,1.217739479796290958e-04
7.228446964997795043e-02,9.991293867220236713e-01,-2.408223591329562707e-02,9.991293867220236713e-01,1.258307555726776458e-04
7.307006171139075745e-02,9.991103652118753509e-01,-2.434368511164473198e-02,9.991103652118753509e-01,1.299766292495341149e-04
7.385565377280356447e-02,9.990911383128463497e-01,-2.460512529661539743e-02,9.990911383128463497e-01,1.342125335556282903e-04
7.464124583421635761e-02,9.990717060320555287e-01,-2.486655637142565559e-02,9.990717060320555287e-01,1.385394329252122227e-04
7.542683789562916463e-02,9.990520683766975774e-01,-2.512797823929785457e-02,9.990520683766975774e-01,1.429582916801714666e-04
7.621242995704197165e-02,9.990322253540433461e-01,-2.538939080345944607e-02,9.990322253540433461e-01,1.474700740288373637e-04
7.699802201845477867e-02,9.990121769714399580e-01,-2.565079396714411986e-02,9.990121769714399580e-01,1.520757440648024981e-04
7.778361407986758569e-02,9.989919232363104751e-01,-2.591218763359322969e-02,9.989919232363104751e-01,1.567762657657384548e-04
7.856920614128037883e-02,9.989714641561540098e-01,-2.617357170605682376e-02,9.989714641561540098e-01,1.615726029922127114e-04
7.935479820269318585e-02,9.989507997385456139e-01,-2.643494608777557583e-02,9.989507997385456139e-01,1.664657194863858878e-04
8.014039026410599287e-02,9.989299299911360563e-01,-2.669631068199544016e-02,9.989299299911360563e-01,1.714565788709056704e-04
8.092598232551879989e-02,9.989088549216523782e-01,-2.695766539197090583e-02,9.989088549216523782e-01,1.765461446477372288e-04
8.171157438693159303e-02,9.988875745378974491e-01,-2.721901012095999731e-02,9.988875745378974491e-01,1.817353801969410760e-04
8.249716644834440005e-02,9.988660888477502997e-01,-2.748034477222472891e-02,9.988660888477502997e-01,1.870252487754844037e-04
8.328275850975720707e-02,9.988443978591659000e-01,-2.774166924903144829e-02,9.988443978591659000e-01,1.924167135160516850e-04
8.406835057117001408e-02,9.988225015801751594e-01,-2.800298345465108280e-02,9.988225015801751594e-01,1.979107374258554672e-04
8.485394263258282110e-02,9.988004000188850373e-01,-2.826428729235933371e-02,9.988004000188850373e-01,2.035082833854466773e-04
8.563953469399561425e-02,9.987780931834784326e-01,-2.852558066543675261e-02,9.987780931834784326e-01,2.092103141475244385e-04
8.642512675540842126e-02,9.987555810822142943e-01,-2.878686347716882810e-02,9.987555810822142943e-01,2.150177923357464026e-04
8.721071881682122828e-02,9.987328637234276218e-01,-2.904813563084594416e-02,9.987328637234276218e-01,2.209316804435375640e-04
8.799631087823403530e-02,9.987099411155292428e-01,-2.930939702976336630e-02,9.987099411155292428e-01,2.269529408328999954e-04
8.878190293964682844e-02,9.986868132670060350e-01,-2.957064757722116521e-02,9.986868132670060350e-01,2.330825357332218250e-04
8.956749500105963546e-02,9.986634801864209265e-01,-2.983188717652417513e-02,9.986634801864209265e-01,2.393214272400868634e-04
9.035308706247244248e-02,9.986399418824126739e-01,-3.009311573098187240e-02,9.986399418824126739e-01,2.456705773140832280e-04
9.113867912388524950e-02,9.986161983636958617e-01,-3.035433314390833387e-02,9.986161983636958617e-01,2.521309477796126455e-04
9.192427118529804264e-02,9.985922496390613468e-01,-3.061553931862216749e-02,9.985922496390613468e-01,2.587035003236999435e-04
9.270986324671084966e-02,9.985680957173758143e-01,-3.087673415844654004e-02,9.985680957173758143e-01,2.653891964948032196e-04
9.349545530812365668e-02,9.985437366075815557e-01,-3.113791756670913208e-02,9.985437366075815557e-01,2.721889977016232797e-04
9.428104736953646370e-02,9.985191723186971346e-01,-3.139908944674227320e-02,9.985191723186971346e-01,2.791038652119147011e-04
9.506663943094927072e-02,9.984944028598169430e-01,-3.166024970188306004e-02,9.984944028598169430e-01,2.861347601512976560e-04
9.585223149236206386e-02,9.984694282401112009e-01,-3.192139823547356786e-02,9.984694282401112009e-01,2.932826435020696254e-04
9.663782355377487088e-02,9.984442484688262898e-01,-3.218253495086116633e-02,9.984442484688262898e-01,3.005484761020194994e-04
9.742341561518767790e-02,9.984188635552843083e-01,-3.244365975139893582e-02,9.984188635552843083e-01,3.079332186432423807e-04
9.820900767660048492e-02,9.983932735088835164e-01,-3.270477254044613924e-02,9.983932735088835164e-01,3.154378316709552030e-04
9.899459973801327806e-02,9.983674783390978913e-01,-3.296587322136888126e-02,9.983674783390978913e-01,3.230632755823152754e-04
9.978019179942608508e-02,9.983414780554776824e-01,-3.322696169754087159e-02,9.983414780554776824e-01,3.308105106252408334e-04
1.005657838608388921e-01,9.983152726676491895e-01,-3.348803787234433393e-02,9.983152726676491895e-01,3.386804968972327275e-04
1.013513759222516991e-01,9.982888621853142075e-01,-3.374910164916145039e-02,9.982888621853142075e-01,3.466741943441008114e-04
1.021369679836645061e-01,9.982622466182501375e-01,-3.401015293137072543e-02,9.982622466182501375e-01,3.547925627587338059e-04
1.029225600450772993e-01,9.982354259763106530e-01,-3.427119162236517275e-02,9.982354259763106530e-01,3.630365617800959243e-04
1.037081521064901063e-01,9.982084002694251446e-01,-3.453221762554265634e-02,9.982084002694251446e-01,3.714071508919425803e-04
1.044937441679029133e-01,9.981811695075991642e-01,-3.479323084430609864e-02,9.981811695075991642e-01,3.799052894216340000e-04
1.052793362293157203e-01,9.981537337009138700e-01,-3.505423118206374422e-02,9.981537337009138700e-01,3.885319365389497013e-04
1.060649282907285135e-01,9.981260928595264703e-01,-3.531521854222938184e-02,9.981260928595264703e-01,3.972880512549035147e-04
1.068505203521413205e-01,9.980982469936698909e-01,-3.557619282822254564e-02,9.980982469936698909e-01,4.061745924205582793e-04
1.076361124135541275e-01,9.980701961136529965e-01,-3.583715394346861927e-02,9.980701961136529965e-01,4.151925187258393465e-04
1.084217044749669345e-01,9.980419402298605913e-01,-3.609810179139897462e-02,9.980419402298605913e-01,4.243427886983491132e-04
1.092072965363797415e-01,9.980134793527533077e-01,-3.635903627545104128e-02,9.980134793527533077e-01,4.336263607021814464e-04
1.099928885977925347e-01,9.979848134928676062e-01,-3.661995729906832031e-02,9.979848134928676062e-01,4.430441929367344282e-04
1.107784806592053417e-01,9.979559426608158867e-01,-3.688086476570049538e-02,9.979559426608158867e-01,4.525972434355258101e-04
1.115640727206181487e-01,9.979268668672862663e-01,-3.714175857880334941e-02,9.979268668672862663e-01,4.622864700650048905e-04
1.123496647820309557e-01,9.978975861230428013e-01,-3.740263864183880627e-02,9.978975861230428013e-01,4.721128305233671563e-04
1.131352568434437489e-01,9.978681004389255982e-01,-3.766350485827490990e-02,9.978681004389255982e-01,4.820772823393673526e-04
1.139208489048565559e-01,9.978384098258502588e-01,-3.792435713158581051e-02,9.978384098258502588e-01,4.921807828711339617e-04
1.147064409662693629e-01,9.978085142948083242e-01,-3.818519536525172287e-02,9.978085142948083242e-01,5.024242893049815683e-04
1.154920330276821699e-01,9.977784138568671635e-01,-3.844601946275889859e-02,9.977784138568671635e-01,5.128087586542255010e-04
1.162776250890949631e-01,9.977481085231699742e-01,-3.870682932759964001e-02,9.977481085231699742e-01,5.233351477579952817e-04
1.170632171505077701e-01,9.977175983049357821e-01,-3.896762486327224467e-02,9.977175983049357821e-01,5.340044132800494297e-04
1.178488092119205771e-01,9.976868832134594411e-01,-3.922840597328106776e-02,9.976868832134594411e-01,5.448175117075892363e-04
1.186344012733333841e-01,9.976559632601113004e-01,-3.948917256113649438e-02,9.976559632601113004e-01,5.557753993500735151e-04
1.194199933347461912e-01,9.976248384563377591e-01,-3.974992453035500195e-02,9.976248384563377591e-01,5.668790323380341108e-04
1.202055853961589843e-01,9.975935088136610451e-01,-4.001066178445924354e-02,9.975935088136610451e-01,5.781293666218916254e-04
1.209911774575717913e-01,9.975619743436788811e-01,-4.027138422697813802e-02,9.975619743436788811e-01,5.895273579707724452e-04
1.217767695189845983e-01,9.975302350580651511e-01,-4.053209176144699499e-02,9.975302350580651511e-01,6.010739619713245750e-04
1.225623615803974054e-01,9.974982909685690124e-01,-4.079278429140770212e-02,9.974982909685690124e-01,6.127701340265365084e-04
1.233479536418101985e-01,9.974661420870158945e-01,-4.105346172040890557e-02,9.974661420870158945e-01,6.246168293545553392e-04
1.241335457032230055e-01,9.974337884253067221e-01,-4.131412395200632220e-02,9.974337884253067221e-01,6.366150029875083417e-04
1.249191377646358125e-01,9.974012299954184702e-01,-4.157477088976299640e-02,9.974012299954184702e-01,6.487656097703222748e-04
1.257047298260486334e-01,9.973684668094034977e-01,-4.183540243724970242e-02,9.973684668094034977e-01,6.610696043595473475e-04
1.264903218874614266e-01,9.973354988793904363e-01,-4.209601849804529838e-02,9.973354988793904363e-01,6.735279412221794508e-04
1.272759139488742475e-01,9.973023262175836345e-01,-4.235661897573730211e-02,9.973023262175836345e-01,6.861415746344884598e-04
1.280615060102870406e-01,9.972689488362632693e-01,-4.261720377392235609e-02,9.972689488362632693e-01,6.989114586808430670e-04
1.288470980716998338e-01,9.972353667477851236e-01,-4.287777279620204329e-02,9.972353667477851236e-01,7.118385472524615650e-04
1.296326901331126547e-01,9.972015799645798095e-01,-4.313832594617007105e-02,9.972015799645798095e-01,7.249237940460114904e-04
1.304182821945254478e-01,9.971675884991544336e-01,-4.339886312743805596e-02,9.971675884991544336e-01,7.381681525628487313e-04
1.312038742559382687e-01,9.971333923640918195e-01,-4.365938424362539316e-02,9.971333923640918195e-01,7.515725761076744171e-04
1.319894663173510618e-01,9.970989915720503971e-01,-4.391988919835795174e-02,9.970989915720503971e-01,7.651380177873275514e-04
1.327750583787638550e-01,9.970643861357644244e-01,-4.418037789526836623e-02,9.970643861357644244e-01,7.788654305096094112e-04
1.335606504401766759e-01,9.970295760680436548e-01,-4.444085023799616146e-02,9.970295760680436548e-01,7.927557669821024174e-04
1.343462425015894690e-01,9.969945613817735586e-01,-4.470130613018791221e-02,9.969945613817735586e-01,8.068099797109901973e-04
1.351318345630022899e-01,9.969593420899154346e-01,-4.496174547549740275e-02,9.969593420899154346e-01,8.210290209998803582e-04
1.359174266244150830e-01,9.969239182055061876e-01,-4.522216817758571705e-02,9.969239182055061876e-01,8.354138429486223814e-04
1.367030186858278762e-01,9.968882897416584399e-01,-4.548257414012137761e-02,9.968882897416584399e-01,8.499653974521301789e-04
1.374886107472406971e-01,9.968524567115603086e-01,-4.574296326678039398e-02,9.968524567115603086e-01,8.646846361992024813e-04
1.382742028086534902e-01,9.968164191284759612e-01,-4.600333546124631828e-02,9.968164191284759612e-01,8.795725106713405154e-04
1.390597948700662834e-01,9.967801770057449495e-01,-4.626369062721035624e-02,9.967801770057449495e-01,8.946299721415718617e-04
1.398453869314791043e-01,9.967437303567824314e-01,-4.652402866837137413e-02,9.967437303567824314e-01,9.098579716732697583e-04
1.406309789928918974e-01,9.967070791950795039e-01,-4.678434948843589875e-02,9.967070791950795039e-01,9.252574601189708864e-04
1.414165710543047183e-01,9.966702235342027594e-01,-4.704465299111822846e-02,9.966702235342027594e-01,9.408293881192005296e-04
1.422021631157175114e-01,9.966331633877945073e-01,-4.730493908014035687e-02,9.966331633877945073e-01,9.565747061012874319e-04
1.429877551771303046e-01,9.965958987695725524e-01,-4.756520765923205607e-02,9.965958987695725524e-01,9.724943642781898236e-04
1.437733472385431255e-01,9.965584296933304165e-01,-4.782545863213084197e-02,9.965584296933304165e-01,9.885893126473116899e-04
1.445589392999559186e-01,9.965207561729373387e-01,-4.808569190258198817e-02,9.965207561729373387e-01,1.004860500989324676e-03
1.453445313613687395e-01,9.964828782223380532e-01,-4.834590737433853980e-02,9.964828782223380532e-01,1.021308878866989886e-03
1.461301234227815327e-01,9.964447958555527896e-01,-4.860610495116128582e-02,9.964447958555527896e-01,1.037935395623976751e-03
1.469157154841943258e-01,9.964065090866777163e-01,-4.886628453681880063e-02,9.964065090866777163e-01,1.054741000383685587e-03
1.477013075456071467e-01,9.963680179298842754e-01,-4.912644603508744406e-02,9.963680179298842754e-01,1.071726642048069283e-03
1.484868996070199398e-01,9.963293223994195147e-01,-4.938658934975133363e-02,9.963293223994195147e-01,1.088893269296452391e-03
1.492724916684327330e-01,9.962904225096061994e-01,-4.964671438460242781e-02,9.962904225096061994e-01,1.106241830584355412e-03
1.500580837298455539e-01,9.962513182748424789e-01,-4.990682104344049130e-02,9.962513182748424789e-01,1.123773274142316272e-03
1.508436757912583470e-01,9.962120097096023308e-01,-5.016690923007315756e-02,9.962120097096023308e-01,1.141488547974711578e-03
1.516292678526711679e-01,9.961724968284348947e-01,-5.042697884831599114e-02,9.961724968284348947e-01,1.159388599858581989e-03
1.524148599140839611e-01,9.961327796459651385e-01,-5.068702980199250863e-02,9.961327796459651385e-01,1.177474377342452826e-03
1.532004519754967542e-01,9.960928581768934142e-01,-5.094706199493426180e-02,9.960928581768934142e-01,1.195746827745160744e-03
1.539860440369095751e-01,9.960527324359957912e-01,-5.120707533098095565e-02,9.960527324359957912e-01,1.214206898154677810e-03
1.547716360983223682e-01,9.960124024381236119e-01,-5.146706971398049696e-02,9.960124024381236119e-01,1.232855535426933625e-03
1.555572281597351891e-01,9.959718681982040467e-01,-5.172704504778916773e-02,9.959718681982040467e-01,1.251693686184647417e-03
1.563428202211479823e-01,9.959311297312395395e-01,-5.198700123627170155e-02,9.959311297312395395e-01,1.270722296816148220e-03
1.571284122825607754e-01,9.958901870523082511e-01,-5.224693818330152645e-02,9.958901870523082511e-01,1.289942313474207397e-03
1.579140043439735963e-01,9.958490401765637268e-01,-5.250685579276089671e-02,9.958490401765637268e-01,1.309354682074867059e-03
1.586995964053863895e-01,9.958076891192351177e-01,-5.276675396854108024e-02,9.958076891192351177e-01,1.328960348296265000e-03
1.594851884667992103e-01,9.957661338956271813e-01,-5.302663261454266391e-02,9.957661338956271813e-01,1.348760257577472652e-03
1.602707805282120035e-01,9.957243745211202812e-01,-5.328649163467572697e-02,9.957243745211202812e-01,1.368755355117320244e-03
1.610563725896247966e-01,9.956824110111701653e-01,-5.354633093286022272e-02,9.956824110111701653e-01,1.388946585873236054e-03
1.618419646510376175e-01,9.956402433813084096e-01,-5.380615041302622137e-02,9.956402433813084096e-01,1.409334894560077857e-03
1.626275567124504107e-01,9.955978716471419743e-01,-5.406594997911429168e-02,9.955978716471419743e-01,1.429921225648968491e-03
1.634131487738632038e-01,9.955552958243535366e-01,-5.432572953507535524e-02,9.955552958243535366e-01,1.450706523366122750e-03
1.641987408352760247e-01,9.955125159286999370e-01,-5.458548898485197226e-02,9.955125159286999370e-01,1.471691731691168389e-03
1.649843328966888178e-01,9.954695319760135108e-01,-5.484522823239957462e-02,9.954695319760135108e-01,1.492877794356527480e-03
1.657699249581016387e-01,9.954263439822029769e-01,-5.510494718168973405e-02,9.954263439822029769e-01,1.514265654846338712e-03
1.665555170195144319e-01,9.953829519632523271e-01,-5.536464573670236283e-02,9.953829519632523271e-01,1.535856256395075033e-03
1.673411090809272250e-01,9.953393559352208264e-01,-5.562432380142597055e-02,9.953393559352208264e-01,1.557650541986377920e-03
1.681267011423400459e-01,9.952955559142431241e-01,-5.588398127985774733e-02,9.952955559142431241e-01,1.579649454351886436e-03
1.689122932037528391e-01,9.952515519165294755e-01,-5.614361807600368875e-02,9.952515519165294755e-01,1.601853935970063260e-03
1.696978852651656600e-01,9.952073439583654091e-01,-5.640323409387874853e-02,9.952073439583654091e-01,1.624264929065031334e-03
1.704834773265784531e-01,9.951629320561117265e-01,-5.666282923750690093e-02,9.951629320561117265e-01,1.646883375605398157e-03
1.712690693879912462e-01,9.951183162262046134e-01,-5.692240341092131423e-02,9.951183162262046134e-01,1.669710217303091134e-03
1.720546614494040671e-01,9.950734964851559727e-01,-5.718195651816437852e-02,9.950734964851559727e-01,1.692746395612185987e-03
1.728402535108168603e-01,9.950284728495527586e-01,-5.744148846328777508e-02,9.950284728495527586e-01,1.715992851727733215e-03
1.736258455722296534e-01,9.949832453360575313e-01,-5.770099915035261512e-02,9.949832453360575313e-01,1.739450526584595830e-03
1.744114376336424743e-01,9.949378139614079020e-01,-5.796048848342947452e-02,9.949378139614079020e-01,1.763120360856276249e-03
1.751970296950552675e-01,9.948921787424170882e-01,-5.821995636659841461e-02,9.948921787424170882e-01,1.787003294953743836e-03
1.759826217564680884e-01,9.948463396959738025e-01,-5.847940270394910017e-02,9.948463396959738025e-01,1.811100269024272643e-03
1.767682138178808815e-01,9.948002968390416978e-01,-5.873882739958078553e-02,9.948002968390416978e-01,1.835412222950264611e-03
1.775538058792936746e-01,9.947540501886602549e-01,-5.899823035760239781e-02,9.947540501886602549e-01,1.859940096348085790e-03
