xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
6.365494071776582607e-02,9.993252215559671470e-01,-2.118396807858517403e-02,9.973036169507905058e-01,8.583641076131586693e-05
6.739876075998735283e-02,9.992435883441482813e-01,-2.242549109382781930e-02,9.969777845973294417e-01,1.018698777875576164e-04
7.114258080220887959e-02,9.991573084884722844e-01,-2.366626204355242596e-02,9.966334923346163999e-01,1.197812664368361326e-04
7.488640084443039246e-02,9.990663848819418824e-01,-2.490623959344296159e-02,9.962707660965646195e-01,1.396735199544295986e-04
7.863022088665190534e-02,9.989708205721595791e-01,-2.614538247987470074e-02,9.958896331910586097e-01,1.616493605038666508e-04
8.237404092887343210e-02,9.988706187610751908e-01,-2.738364951409228212e-02,9.954901222957126539e-01,1.858112778213387700e-04
8.611786097109495886e-02,9.987657828047122877e-01,-2.862099958619068740e-02,9.950722634533872846e-01,2.122615179141884166e-04
8.986168101331647173e-02,9.986563162128306859e-01,-2.985739166784923473e-02,9.946360880672922011e-01,2.411020717965464200e-04
9.360550105553798461e-02,9.985422226486481145e-01,-3.109278481674705025e-02,9.941816288961683457e-01,2.724346642841253747e-04
9.734932109775951137e-02,9.984235059285031522e-01,-3.232713817996772654e-02,9.937089200490797358e-01,3.063607428326779519e-04
1.010931411399810381e-01,9.983001700214767515e-01,-3.356041099683764600e-02,9.932179969798867747e-01,3.429814664220056882e-04
1.048369611822025510e-01,9.981722190490760482e-01,-3.479256260325677003e-02,9.927088964818128192e-01,3.823976945070946070e-04
1.085807812244240639e-01,9.980396572849027370e-01,-3.602355243597895468e-02,9.921816566817972527e-01,4.247099760282036277e-04
1.123246012666455906e-01,9.979024891541906639e-01,-3.725334003451129944e-02,9.916363170341784272e-01,4.700185384527605674e-04
1.160684213088671174e-01,9.977607192334495556e-01,-3.848188504546502797e-02,9.910729183146468335e-01,5.184232769024361542e-04
1.198122413510886303e-01,9.976143522500807714e-01,-3.970914722634798222e-02,9.904915026139412548e-01,5.700237433384634962e-04
1.235560613933101431e-01,9.974633930819425398e-01,-4.093508644884555348e-02,9.898921133311946452e-01,6.249191358049153121e-04
1.272998814355316699e-01,9.973078467568804450e-01,-4.215966270172306907e-02,9.892747951669986772e-01,6.832082877309653916e-04
1.310437014777532105e-01,9.971477184522747894e-01,-4.338283609416742487e-02,9.886395941163901302e-01,7.449896573055460845e-04
1.347875215199747234e-01,9.969830134946571221e-01,-4.460456686038467844e-02,9.879865574619695057e-01,8.103613169440070660e-04
1.385313415621962363e-01,9.968137373592508288e-01,-4.582481536320406890e-02,9.873157337665773303e-01,8.794209428145724049e-04
1.422751616044177769e-01,9.966398956693619526e-01,-4.704354209549087285e-02,9.866271728652367123e-01,9.522658043957410879e-04
1.460189816466392898e-01,9.964614941959553107e-01,-4.826070768476184436e-02,9.859209258576939749e-01,1.028992754165208422e-03
1.497628016888608027e-01,9.962785388571494538e-01,-4.947627289647978099e-02,9.851970451005007678e-01,1.109698217344505132e-03
1.535066217310823156e-01,9.960910357177128471e-01,-5.069019863758921635e-02,9.844555841989666156e-01,1.194478181728379426e-03
1.572504417733038284e-01,9.958989909885107572e-01,-5.190244595958523610e-02,9.836965979987833952e-01,1.283428187585322362e-03
1.609942618155253691e-01,9.957024110259268257e-01,-5.311297606141043848e-02,9.829201425774202194e-01,1.376643317635065046e-03
1.647380818577468820e-01,9.955013023312864195e-01,-5.432175029247496290e-02,9.821262752353955294e-01,1.474218187111394967e-03
1.684819018999683948e-01,9.952956715503038509e-01,-5.552873015609489926e-02,9.813150544875168801e-01,1.576246933921455042e-03
1.722257219421899355e-01,9.950855254725805565e-01,-5.673387731364379349e-02,9.804865400541958875e-01,1.682823208915776780e-03
1.759695419844114483e-01,9.948708710310624204e-01,-5.793715358835183071e-02,9.796407928524779596e-01,1.794040166244588626e-03
1.797133620266329612e-01,9.946517153011720236e-01,-5.913852096529366442e-02,9.787778749856693716e-01,1.909990453687850174e-03
1.834571820688544741e-01,9.944280655003755465e-01,-6.033794159675186924e-02,9.778978497345590659e-01,2.030766203234163261e-03
1.872010021110759870e-01,9.941999289874967616e-01,-6.153537780468643775e-02,9.770007815475258983e-01,2.156459021670981743e-03
1.909448221532975276e-01,9.939673132621122953e-01,-6.273079208410359264e-02,9.760867360308501661e-01,2.287159981298892385e-03
1.946886421955190405e-01,9.937302259639098079e-01,-6.392414710618599116e-02,9.751557799387660097e-01,2.422959610737380944e-03
1.984324622377405534e-01,9.934886748720119787e-01,-6.511540572117800740e-02,9.742079811632678998e-01,2.563947885821361589e-03
2.021762822799620940e-01,9.932426679042773987e-01,-6.630453096113393674e-02,9.732434087237173959e-01,2.710214220592147265e-03
2.059201023221836069e-01,9.929922131165908050e-01,-6.749148604263750795e-02,9.722621327563015781e-01,2.861847458387682674e-03
2.096639223644051198e-01,9.927373187021545364e-01,-6.867623436960058891e-02,9.712642245033923372e-01,3.018935863038103157e-03
2.134077424066266326e-01,9.924779929907929787e-01,-6.985873953624915922e-02,9.702497563028527061e-01,3.181567110174008534e-03
2.171515624488481455e-01,9.922142444482812129e-01,-7.103896533040476857e-02,9.692188015773387511e-01,3.349828278656314176e-03
2.208953824910696861e-01,9.919460816757115218e-01,-7.221687573716938091e-02,9.681714348236482026e-01,3.523805842138104990e-03
2.246392025332911990e-01,9.916735134087517611e-01,-7.339243494171353299e-02,9.671077316015509462e-01,3.703585660699514753e-03
2.283830225755127119e-01,9.913965485165202596e-01,-7.456560732853101392e-02,9.660277685210306720e-01,3.889252972409640383e-03
2.321268426177342525e-01,9.911151960011915785e-01,-7.573635748751353369e-02,9.649316232322876496e-01,4.080892385332343317e-03
2.358706626599557654e-01,9.908294649970875723e-01,-7.690465021548617552e-02,9.638193744136444030e-01,4.278587869427185990e-03
2.396144827021772783e-01,9.905393647699298754e-01,-7.807045051905821265e-02,9.626911017599930620e-01,4.482422748628664931e-03
2.433583027443987912e-01,9.902449047160739592e-01,-7.923372361741383429e-02,9.615468859710876171e-01,4.692479693039815040e-03
2.471021227866203041e-01,9.899460943617147679e-01,-8.039443494492796993e-02,9.603868087396419950e-01,4.908840711234099645e-03
2.508459428288418169e-01,9.896429433620677063e-01,-8.155255015364748505e-02,9.592109527392537194e-01,5.131587142667468938e-03
2.545897628710633298e-01,9.893354615005324204e-01,-8.270803511567847988e-02,9.580194016121834633e-01,5.360799650202988098e-03
2.583335829132848982e-01,9.890236586878451419e-01,-8.386085592551975609e-02,9.568122399570159198e-01,5.596558212750910380e-03
2.620774029555064111e-01,9.887075449612235944e-01,-8.501097890238304422e-02,9.555895533162200861e-01,5.838942118027637754e-03
2.658212229977279240e-01,9.883871304835136762e-01,-8.615837059254044528e-02,9.543514281636464869e-01,6.088029955437655218e-03
2.695650430399494368e-01,9.880624255423400282e-01,-8.730299777173937403e-02,9.530979518919727722e-01,6.343899609083064432e-03
2.733088630821709497e-01,9.877334405492695923e-01,-8.844482744772540206e-02,9.518292128001331065e-01,6.606628250906115135e-03
2.770526831243924626e-01,9.874001860389918228e-01,-8.958382686291363473e-02,9.505453000807497776e-01,6.876292333970821478e-03
2.807965031666139755e-01,9.870626726685226560e-01,-9.071996349724867348e-02,9.492463038075937831e-01,7.152967585890459071e-03
2.845403232088355439e-01,9.867209112163770612e-01,-9.185320507088147457e-02,9.479323149228655598e-01,7.436729002375253202e-03
2.882841432510570567e-01,9.863749125810780116e-01,-9.298351954218304904e-02,9.466034252218719081e-01,7.727650840526812184e-03
2.920279632932785696e-01,9.860246877807460342e-01,-9.411087511323180943e-02,9.452597273418075208e-01,8.025806612845069743e-03
2.957717833355000825e-01,9.856702479521124438e-01,-9.523524023162263652e-02,9.439013147482674393e-01,8.331269081086037712e-03
2.995156033777215954e-01,9.853116043495364629e-01,-9.635658359207142920e-02,9.425282817217286446e-01,8.644110250227878336e-03
3.032594234199431082e-01,9.849487683441114916e-01,-9.747487413864504291e-02,9.411407233443284115e-01,8.964401362619472957e-03
3.070032434621646211e-01,9.845817514227488410e-01,-9.859008106686591166e-02,9.397387354865135434e-01,9.292212892251634770e-03
3.107470635043861340e-01,9.842105651872399275e-01,-9.970217382570693843e-02,9.383224147935662618e-01,9.627614539151804415e-03
3.144908835466076469e-01,9.838352213533020363e-01,-1.008111221194922663e-01,9.368918586720310637e-01,9.970675223903163395e-03
3.182347035888292153e-01,9.834557317496093187e-01,-1.019168959097195293e-01,9.354471652760487643e-01,1.032146308228940566e-02
3.219785236310507281e-01,9.830721083168127983e-01,-1.030194654168191393e-01,9.339884334936175980e-01,1.068004546006652740e-02
3.257223436732722410e-01,9.826843631065518281e-01,-1.041188011218662779e-01,9.325157629327927022e-01,1.104648890786337663e-02
3.294661637154937539e-01,9.822925082804606634e-01,-1.052148737682609969e-01,9.310292539078383056e-01,1.142085917621278070e-02
3.332099837577152668e-01,9.818965561091724803e-01,-1.063076543633924287e-01,9.295290074253477197e-01,1.180322121071552578e-02
3.369538037999367797e-01,9.814965189713245053e-01,-1.073971141803020390e-01,9.280151251703440130e-01,1.219363914733958762e-02
3.406976238421582925e-01,9.810924093525668077e-01,-1.084832247593622845e-01,9.264877094923748002e-01,1.259217630785746701e-02
3.444414438843798609e-01,9.806842398445779763e-01,-1.095659579099856340e-01,9.249468633916162474e-01,1.299889519542468327e-02
3.481852639266013738e-01,9.802720231440912313e-01,-1.106452857123798039e-01,9.233926905049999467e-01,1.341385749030282043e-02
3.519290839688228867e-01,9.798557720519324166e-01,-1.117211805193650265e-01,9.218252950923710998e-01,1.383712404573106576e-02
3.556729040110443996e-01,9.794354994720749774e-01,-1.127936149582684233e-01,9.202447820226993258e-01,1.426875488395017155e-02
3.594167240532659124e-01,9.790112184107090387e-01,-1.138625619328898220e-01,9.186512567603322132e-01,1.470880919238076387e-02
3.631605440954874253e-01,9.785829419745365465e-01,-1.149279946213342396e-01,9.170448253483395318e-01,1.515734531940382893e-02
3.669043641377089382e-01,9.781506833699895598e-01,-1.159898864785414152e-01,9.154255943953311103e-01,1.561442077085422285e-02
3.706481841799304511e-01,9.777144559026091919e-01,-1.170482112400314662e-01,9.137936710628663528e-01,1.608009220683851229e-02
3.743920042221519640e-01,9.772742729756725977e-01,-1.181029429214971588e-01,9.121491630500478953e-01,1.655441543814970343e-02
3.781358242643735323e-01,9.768301480891800059e-01,-1.191540558202122957e-01,9.104921785794694022e-01,1.703744542305278553e-02
3.818796443065950452e-01,9.763820948388275411e-01,-1.202015245163496893e-01,9.088228263831183984e-01,1.752923626419888165e-02
3.856234643488165581e-01,9.759301269149631697e-01,-1.212453238742153966e-01,9.071412156882234790e-01,1.802984120566812620e-02
3.893672843910380710e-01,9.754742581015304337e-01,-1.222854290434051278e-01,9.054474562030682128e-01,1.853931263014114983e-02
3.931111044332595839e-01,9.750145022750011936e-01,-1.233218154598895999e-01,9.037416581027764018e-01,1.905770205619939511e-02
3.968549244754810967e-01,9.745508734032972686e-01,-1.243544588470349155e-01,9.020239320150748030e-01,1.958506013575441948e-02
4.005987445177026096e-01,9.740833855447049716e-01,-1.253833352165644455e-01,9.002943890060459697e-01,2.012143665160650088e-02
4.043425645599241780e-01,9.736120528467825386e-01,-1.264084208694685463e-01,8.985531405658780946e-01,2.066688051513296959e-02
4.080863846021456909e-01,9.731368895452632284e-01,-1.274296923968682993e-01,8.968002985946204042e-01,2.122143976410668237e-02
4.118302046443672038e-01,9.726579099629548697e-01,-1.284471266808401291e-01,8.950359753879533198e-01,2.178516156064549264e-02
4.155740246865887166e-01,9.721751285086377425e-01,-1.294607008952068372e-01,8.932602836229787124e-01,2.235809218929315709e-02
4.193178447288102295e-01,9.716885596759629040e-01,-1.304703925063022130e-01,8.914733363440435765e-01,2.294027705523282029e-02
4.230616647710317424e-01,9.711982180423520683e-01,-1.314761792737151047e-01,8.896752469486008952e-01,2.353176068263394469e-02
4.268054848132532553e-01,9.707041182679015945e-01,-1.324780392510194194e-01,8.878661291731195782e-01,2.413258671313390710e-02
4.305493048554747682e-01,9.702062750942899161e-01,-1.334759507864963779e-01,8.860460970790443591e-01,2.474279790445548313e-02
4.342931248976962810e-01,9.697047033436940744e-01,-1.344698925238555220e-01,8.842152650388256374e-01,2.536243612916179099e-02
4.380369449399178494e-01,9.691994179177123581e-01,-1.354598434029606335e-01,8.823737477220130465e-01,2.599154237355019367e-02
4.417807649821393623e-01,9.686904337962988221e-01,-1.364457826605668112e-01,8.805216600814319561e-01,2.663015673668696695e-02
4.455245850243608752e-01,9.681777660367084648e-01,-1.374276898310757833e-01,8.786591173394436849e-01,2.727831842958478026e-02
4.492684050665823881e-01,9.676614297724558389e-01,-1.384055447473145628e-01,8.767862349742975292e-01,2.793606577452497491e-02
4.530122251088039009e-01,9.671414402122897602e-01,-1.393793275413451327e-01,8.749031287065885953e-01,2.860343620452704405e-02
4.567560451510254138e-01,9.666178126382733993e-01,-1.403490186416125052e-01,8.730099144825299584e-01,2.928046626219632867e-02
4.604998651932469267e-01,9.660905624046672857e-01,-1.413145987732200293e-01,8.711067084602022170e-01,2.996719159930189696e-02
4.642436852354684951e-01,9.655597049378523700e-01,-1.422760489625580493e-01,8.691936269996031195e-01,3.066364697742299250e-02
4.679875052776900080e-01,9.650252557346369331e-01,-1.432333505353045044e-01,8.672707866469061555e-01,3.136986626736557038e-02
4.717313253199115208e-01,9.644872303611585762e-01,-1.441864851167535544e-01,8.653383041209340432e-01,3.208588244918134796e-02
4.754751453621330337e-01,9.639456444517801037e-01,-1.451354346320853916e-01,8.633962962996691859e-01,3.281172761230637808e-02
4.792189654043545466e-01,9.634005137079773018e-01,-1.460801813065800980e-01,8.614448802067965483e-01,3.354743295581858603e-02
4.829627854465760595e-01,9.628518538972231644e-01,-1.470207076657779610e-01,8.594841729982979350e-01,3.429302878881348993e-02
4.867066054887975723e-01,9.622996808518657907e-01,-1.479569965355888583e-01,8.575142919490876814e-01,3.504854453089760458e-02
4.904504255310190852e-01,9.617440104680039514e-01,-1.488890310423533758e-01,8.555353544397078513e-01,3.581400871279876580e-02
4.941942455732405981e-01,9.611848587043587688e-01,-1.498167946128583228e-01,8.535474779430787251e-01,3.658944897709315303e-02
4.979380656154621665e-01,9.606222415811438431e-01,-1.507402709743093094e-01,8.515507800113141235e-01,3.737489207904815675e-02
5.016818856576835683e-01,9.600561751789341569e-01,-1.516594441542628013e-01,8.495453782626049000e-01,3.817036388758084792e-02
5.054257056999050812e-01,9.594866756375349803e-01,-1.525742984805206204e-01,8.475313903681764849e-01,3.897588938633173017e-02
5.091695257421265941e-01,9.589137591548508865e-01,-1.534848185809891963e-01,8.455089340393221464e-01,3.979149267485303232e-02
5.129133457843482180e-01,9.583374419857566551e-01,-1.543909893835065938e-01,8.434781270145209620e-01,4.061719696991170775e-02
5.166571658265697309e-01,9.577577404409700623e-01,-1.552927961156392311e-01,8.414390870466398331e-01,4.145302460690644675e-02
5.204009858687912438e-01,9.571746708859290020e-01,-1.561902243044520078e-01,8.393919318902317572e-01,4.229899704139897243e-02
5.241448059110127566e-01,9.565882497396707151e-01,-1.570832597762534255e-01,8.373367792889223615e-01,4.315513485075898187e-02
5.278886259532342695e-01,9.559984934737183471e-01,-1.579718886563189484e-01,8.352737469629050171e-01,4.402145773592298222e-02
5.316324459954557824e-01,9.554054186109711688e-01,-1.588560973685949895e-01,8.332029525965322092e-01,4.489798452326694556e-02
5.353762660376772953e-01,9.548090417246033468e-01,-1.597358726353862723e-01,8.311245138260224818e-01,4.578473316659272679e-02
5.391200860798988082e-01,9.542093794369684856e-01,-1.606112014770292307e-01,8.290385482272728535e-01,4.668172074922851550e-02
5.428639061221203210e-01,9.536064484185142742e-01,-1.614820712115536960e-01,8.269451733037938013e-01,4.758896348624338385e-02
5.466077261643418339e-01,9.530002653867055695e-01,-1.623484694543363416e-01,8.248445064747619293e-01,4.850647672677629862e-02
5.503515462065633468e-01,9.523908471049572499e-01,-1.632103841177473535e-01,8.227366650631950939e-01,4.943427495647987474e-02
5.540953662487848597e-01,9.517782103815389805e-01,-1.640678034106684557e-01,8.206217662841202021e-01,5.037237180004075499e-02
5.578391862910063725e-01,9.511623720676681826e-01,-1.649207158354235314e-01,8.184999272300401696e-01,5.132078002300775182e-02
5.615830063332278854e-01,9.505433490571446598e-01,-1.657691101894734065e-01,8.163712648618218770e-01,5.227951153516997157e-02
5.653268263754493983e-01,9.499211582853359648e-01,-1.666129755651023503e-01,8.142358959974238530e-01,5.324857739345937452e-02
5.690706464176710222e-01,9.492958167278763293e-01,-1.674523013481401812e-01,8.120939372997372230e-01,5.422798780465715174e-02
5.728144664598925351e-01,9.486673413995806436e-01,-1.682870772173072627e-01,8.099455052652648757e-01,5.521775212839565017e-02
5.765582865021140480e-01,9.480357493533564384e-01,-1.691172931435212523e-01,8.077907162128920016e-01,5.621787888025418095e-02
5.803021065443355608e-01,9.474010576791176419e-01,-1.699429393891656037e-01,8.056296862727621022e-01,5.722837573494696933e-02
5.840459265865570737e-01,9.467632835026971172e-01,-1.707640065073222635e-01,8.034625313752478126e-01,5.824924952960272573e-02
5.877897466287785866e-01,9.461224439847607526e-01,-1.715804853409693964e-01,8.012893672400276390e-01,5.928050626713442933e-02
5.915335666710000995e-01,9.454785563197235509e-01,-1.723923670221454152e-01,7.991103093652717204e-01,6.032215111969836674e-02
5.952773867132216123e-01,9.448316377346664963e-01,-1.731996429710811747e-01,7.969254730169322842e-01,6.137418843224139858e-02
5.990212067554431252e-01,9.441817054882567506e-01,-1.740023048953010798e-01,7.947349732181492321e-01,6.243662172613546196e-02
6.027650267976646381e-01,9.435287768696702937e-01,-1.748003447886947448e-01,7.925389247387673031e-01,6.350945370289817760e-02
6.065088468398861510e-01,9.428728691975178933e-01,-1.755937549305607026e-01,7.903374420849703652e-01,6.459268624799886782e-02
6.102526668821076639e-01,9.422139998187745169e-01,-1.763825278846231637e-01,7.881306394890319478e-01,6.568632043474867399e-02
6.139964869243291767e-01,9.415521861077145171e-01,-1.771666564980234893e-01,7.859186308991915615e-01,6.679035652827428060e-02
6.177403069665506896e-01,9.408874454648494812e-01,-1.779461339002874898e-01,7.837015299696472592e-01,6.790479398957390000e-02
6.214841270087722025e-01,9.402197953158731858e-01,-1.787209535022699913e-01,7.814794500506786479e-01,6.902963147965519852e-02
6.252279470509937154e-01,9.395492531106112155e-01,-1.794911089950783079e-01,7.792525041788933571e-01,7.016486686375378312e-02
6.289717670932152283e-01,9.388758363219771308e-01,-1.802565943489752576e-01,7.770208050676039591e-01,7.131049721563191557e-02
6.327155871354368522e-01,9.381995624449357418e-01,-1.810174038122639162e-01,7.747844650973364500e-01,7.246651882195645489e-02
6.364594071776583650e-01,9.375204489954728215e-01,-1.817735319101546621e-01,7.725435963064699596e-01,7.363292718675518156e-02
6.402032272198798779e-01,9.368385135095732563e-01,-1.825249734436167892e-01,7.702983103820125743e-01,7.480971703595150346e-02
6.439470472621013908e-01,9.361537735422066353e-01,-1.832717234882149382e-01,7.680487186505120523e-01,7.599688232197576720e-02
6.476908673043229037e-01,9.354662466663222764e-01,-1.840137773929326204e-01,7.657949320691070927e-01,7.719441622845374384e-02
6.514346873465444165e-01,9.347759504718528012e-01,-1.847511307789837243e-01,7.635370612167162729e-01,7.840231117497081792e-02
6.551785073887659294e-01,9.340829025646344430e-01,-1.854837795383820209e-01,7.612752162850660032e-01,7.962055882181259814e-02
6.589223274309874423e-01,9.333871205650050573e-01,-1.862117198316630973e-01,7.590095070687838952e-01,8.084915007440968138e-02
6.626661474732089552e-01,9.326886221073591443e-01,-1.869349480879619330e-01,7.567400429587276545e-01,8.208807508886310778e-02
6.664099675154304681e-01,9.319874248389868887e-01,-1.876534610032828954e-01,7.544669329330820906e-01,8.333732327678224083e-02
6.701537875576519809e-01,9.312835464190413193e-01,-1.883672555390499270e-01,7.521902855489895900e-01,8.459688331030963682e-02
6.738976075998734938e-01,9.305770045175536520e-01,-1.890763289207371134e-01,7.499102089344497069e-01,8.586674312725059433e-02
6.776414276420950067e-01,9.298678168144507428e-01,-1.897806786364749920e-01,7.476268107803376584e-01,8.714688993626187874e-02
6.813852476843165196e-01,9.291560009985773139e-01,-1.904803024356334362e-01,7.453401983325500524e-01,8.843731022209785908e-02
6.851290677265380324e-01,9.284415747667217333e-01,-1.911751983273820565e-01,7.430504783842754035e-01,8.973798975091312746e-02
6.888728877687596563e-01,9.277245558226462352e-01,-1.918653645792287588e-01,7.407577572683903266e-01,9.104891357562018561e-02
6.926167078109811692e-01,9.270049618761221355e-01,-1.925507997155374018e-01,7.384621408499848494e-01,9.237006604130079679e-02
6.963605278532026821e-01,9.262828106419694896e-01,-1.932315025160255828e-01,7.361637345190139570e-01,9.370143079067042025e-02
7.001043478954241950e-01,9.255581198391025222e-01,-1.939074720142431874e-01,7.338626431830808095e-01,9.504299076959382697e-02
7.038481679376457079e-01,9.248309071895800537e-01,-1.945787074960324825e-01,7.315589712603478567e-01,9.639472823265105017e-02
7.075919879798672207e-01,9.241011904176618108e-01,-1.952452084979709457e-01,7.292528226725785157e-01,9.775662474875261576e-02
7.113358080220887336e-01,9.233689872488709538e-01,-1.959069748057972737e-01,7.269443008383115190e-01,9.912866120680267901e-02
7.150796280643102465e-01,9.226343154090627108e-01,-1.965640064528218489e-01,7.246335086661667146e-01,1.005108178214092901e-01
7.188234481065317594e-01,9.218971926234997838e-01,-1.972163037183219669e-01,7.223205485482829813e-01,1.019030741386401789e-01
7.225672681487532722e-01,9.211576366159340834e-01,-1.978638671259232706e-01,7.200055223538890381e-01,1.033054090418237536e-01
7.263110881909747851e-01,9.204156651076963458e-01,-1.985066974419679442e-01,7.176885314230092572e-01,1.047178007573935921e-01
7.300549082331962980e-01,9.196712958167927443e-01,-1.991447956738701952e-01,7.153696765603033692e-01,1.061402268607756910e-01
7.337987282754178109e-01,9.189245464570090505e-01,-1.997781630684606902e-01,7.130490580290392844e-01,1.075726642823176399e-01
7.375425483176393238e-01,9.181754347370226776e-01,-2.004068011103200542e-01,7.107267755452021385e-01,1.090150893132586646e-01
7.412863683598608366e-01,9.174239783595238285e-01,-2.010307115201024342e-01,7.084029282717405618e-01,1.104674776117392510e-01
7.450301884020823495e-01,9.166701950203437477e-01,-2.016498962528504857e-01,7.060776148129447316e-01,1.119298042088503198e-01
7.487740084443038624e-01,9.159141024075929671e-01,-2.022643574963016999e-01,7.037509332089646463e-01,1.134020435147199968e-01
7.525178284865254863e-01,9.151557182008075442e-01,-2.028740976691879860e-01,7.014229809304612928e-01,1.148841693246382550e-01
7.562616485287469992e-01,9.143950600699806142e-01,-2.034791194192660801e-01,6.990938548730151192e-01,1.163761548250674266e-01
7.600054685709685121e-01,9.136321456746131497e-01,-2.040794256213607216e-01,6.967636513517065922e-01,1.178779725996907807e-01
7.637492886131900249e-01,9.128669926631393094e-01,-2.046750193761677217e-01,6.944324660969491969e-01,1.193895946359330024e-01
7.674931086554115378e-01,9.120996186719600995e-01,-2.052659040082172037e-01,6.921003942492274241e-01,1.209109923310407453e-01
7.712369286976330507e-01,9.113300413246100407e-01,-2.058520830640859500e-01,6.897675303543513436e-01,1.224421364983356159e-01
7.749807487398545636e-01,9.105582782309319390e-01,-2.064335603106027817e-01,6.874339683588415184e-01,1.239829973734953156e-01
7.787245687820760764e-01,9.097843469862577637e-01,-2.070103397330421702e-01,6.850998016054371531e-01,1.255335446208580563e-01
7.824683888242975893e-01,9.090082651705950756e-01,-2.075824255333064139e-01,6.827651228287280327e-01,1.270937473397496520e-01
7.862122088665191022e-01,9.082300503478203391e-01,-2.081498221280971284e-01,6.804300241509101399e-01,1.286635740708311770e-01
7.899560289087406151e-01,9.074497200648777850e-01,-2.087125341470767170e-01,6.780945970776627307e-01,1.302429928024674555e-01
7.936998489509621280e-01,9.066672918509856016e-01,-2.092705664310199609e-01,6.757589324941504216e-01,1.318319709771136605e-01
7.974436689931836408e-01,9.058827832168477867e-01,-2.098239240299569208e-01,6.734231206611457354e-01,1.334304754977201912e-01
8.011874890354051537e-01,9.050962116538736613e-01,-2.103726122013072908e-01,6.710872512112757704e-01,1.350384727341540636e-01
8.049313090776266666e-01,9.043075946334035997e-01,-2.109166364080069245e-01,6.687514131453894395e-01,1.366559285296357895e-01
8.086751291198482905e-01,9.035169496059419769e-01,-2.114560023166271174e-01,6.664156948290466120e-01,1.382828082071910492e-01
8.124189491620698034e-01,9.027242940003976646e-01,-2.119907157954872556e-01,6.640801839891303793e-01,1.399190765761156308e-01
8.161627692042913162e-01,9.019296452233310779e-01,-2.125207829127614412e-01,6.617449677105770034e-01,1.415646979384532211e-01
8.199065892465128291e-01,9.011330206582095492e-01,-2.130462099345794835e-01,6.594101324332301006e-01,1.432196360954846037e-01
8.236504092887343420e-01,9.003344376646698066e-01,-2.135670033231229503e-01,6.570757639488130630e-01,1.448838543542271262e-01
8.273942293309558549e-01,8.995339135777881134e-01,-2.140831697347171936e-01,6.547419473980211624e-01,1.465573155339444100e-01
8.311380493731773678e-01,8.987314657073586233e-01,-2.145947160179191293e-01,6.524087672677333360e-01,1.482399819726644141e-01
8.348818694153988806e-01,8.979271113371795066e-01,-2.151016492116022971e-01,6.500763073883437659e-01,1.499318155337054925e-01
8.386256894576203935e-01,8.971208677243474039e-01,-2.156039765430390887e-01,6.477446509312099199e-01,1.516327776122093907e-01
8.423695094998419064e-01,8.963127520985602059e-01,-2.161017054259809778e-01,6.454138804062210522e-01,1.533428291416805977e-01
8.461133295420634193e-01,8.955027816614281599e-01,-2.165948434587374183e-01,6.430840776594815011e-01,1.550619306005308617e-01
