xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
1.980504628657164146e+00,6.583128408949335819e-01,-1.883439118176045146e-01,1.236407503670138158e-01,7.387598930433392219e-01
1.990507126781695391e+00,6.564322630153035520e-01,-1.876775115113944181e-01,1.218848115847625535e-01,7.436005632465091386e-01
2.000509624906226414e+00,6.545583571499635767e-01,-1.870098607771162325e-01,1.201550035717468268e-01,7.484207112092546854e-01
2.010512123030757436e+00,6.526911352539420674e-01,-1.863410696362216012e-01,1.184509562433171959e-01,7.532202311133844308e-01
2.020514621155288904e+00,6.508306081944974508e-01,-1.856712455739492895e-01,1.167723033580196773e-01,7.579990230298154774e-01
2.030517119279819926e+00,6.489767857762809289e-01,-1.850004935800896588e-01,1.151186825414022702e-01,7.627569927929542803e-01
2.040519617404350949e+00,6.471296767660943416e-01,-1.843289161895215189e-01,1.134897353064049097e-01,7.674940518764813424e-01
2.050522115528881972e+00,6.452892889172440194e-01,-1.836566135224948215e-01,1.118851070704763306e-01,7.722101172705249095e-01
2.060524613653413439e+00,6.434556289934931783e-01,-1.829836833246479555e-01,1.103044471695587281e-01,7.769051113602820635e-01
2.070527111777944462e+00,6.416287027926157460e-01,-1.823102210067415740e-01,1.087474088690767865e-01,7.815789618060950961e-01
2.080529609902475485e+00,6.398085151695522832e-01,-1.816363196840936056e-01,1.072136493720620143e-01,7.862316014250093632e-01
2.090532108027006508e+00,6.379950700591738855e-01,-1.809620702157034300e-01,1.057028298245433345e-01,7.908629680738332723e-01
2.100534606151537975e+00,6.361883704986555088e-01,-1.802875612430527019e-01,1.042146153183272222e-01,7.954730045337237154e-01
2.110537104276068998e+00,6.343884186494663791e-01,-1.796128792285702214e-01,1.027486748912917192e-01,8.000616583963076067e-01
2.120539602400600021e+00,6.325952158189764862e-01,-1.789381084937485267e-01,1.013046815253075550e-01,8.046288819513514046e-01
2.130542100525131044e+00,6.308087624816818284e-01,-1.782633312569011363e-01,9.988231214189918772e-02,8.091746320759812816e-01
2.140544598649662511e+00,6.290290583000481828e-01,-1.775886276705559430e-01,9.848124759575221931e-02,8.136988701254888046e-01
2.150547096774193534e+00,6.272561021449940544e-01,-1.769140758584709094e-01,9.710117266618699394e-02,8.182015618257070244e-01
2.160549594898724557e+00,6.254898921159988134e-01,-1.762397519522664047e-01,9.574177604668646091e-02,8.226826771669755178e-01
2.170552093023255580e+00,6.237304255608485670e-01,-1.755657301276667970e-01,9.440275033258427317e-02,8.271421902996941578e-01
2.180554591147787047e+00,6.219776990950194318e-01,-1.748920826403426165e-01,9.308379200700575562e-02,8.315800794314642808e-01
2.190557089272318070e+00,6.202317086207042029e-01,-1.742188798613499567e-01,9.178460142515569575e-02,8.359963267258274655e-01
2.200559587396849093e+00,6.184924493454864169e-01,-1.735461903121601757e-01,9.050488279704217709e-02,8.403909182025991464e-01
2.210562085521380116e+00,6.167599158006692450e-01,-1.728740806992767332e-01,8.924434416872499554e-02,8.447638436397981732e-01
2.220564583645911583e+00,6.150341018592622166e-01,-1.722026159484326691e-01,8.800269740217085690e-02,8.491150964771673193e-01
2.230567081770442606e+00,6.133150007536233295e-01,-1.715318592383646978e-01,8.677965815379044823e-02,8.534446737212685319e-01
